CH	UCODE	JP	INIT	FINL	TONE	ORDR
夒	U+5912	naau4	n	aau	4	1000
夒	U+5912	laau4	l	aau	4	999
夒	U+5912	nou4	n	ou	4	998
夒	U+5912	lou4	l	ou	4	997
夓	U+5913	haa6	h	aa	6	1000
夔	U+5914	kwai4	kw	ai	4	1000
夕	U+5915	zik6	z	ik	6	1000
夕	U+5915	zik2	z	ik	2	999
外	U+5916	ngoi6	ng	oi	6	1000
外	U+5916	oi6		oi	6	999
外	U+5916	ngoi2	ng	oi	2	998
外	U+5916	oi2		oi	2	997
夗	U+5917	jyun3	j	yun	3	1000
夗	U+5917	jyun2	j	yun	2	999
夘	U+5918	maau5	m	aau	5	1000
夙	U+5919	suk1	s	uk	1	1000
多	U+591A	do1	d	o	1	1000
夛	U+591B	do1	d	o	1	1000
夜	U+591C	je6	j	e	6	1000
夜	U+591C	je2	j	e	2	999
夝	U+591D	cing4	c	ing	4	1000
夝	U+591D	ceng4	c	eng	4	999
夞	U+591E	ngoi6	ng	oi	6	1000
夞	U+591E	oi6		oi	6	999
够	U+591F	gau3	g	au	3	1000
夠	U+5920	gau3	g	au	3	1000
夡	U+5921	hei3	h	ei	3	1000
夢	U+5922	mung6	m	ung	6	1000
夢	U+5922	mung4	m	ung	4	999
夣	U+5923	mung6	m	ung	6	1000
夤	U+5924	jan4	j	an	4	1000
夥	U+5925	fo2	f	o	2	1000
夦	U+5926	cam2	c	am	2	1000
大	U+5927	daai6	d	aai	6	1000
大	U+5927	daai1	d	aai	1	999
大	U+5927	daai2	d	aai	2	998
大	U+5927	taai3	t	aai	3	997
夨	U+5928	zak1	z	ak	1	1000
天	U+5929	tin1	t	in	1	1000
太	U+592A	taai3	t	aai	3	1000
太	U+592A	taai2	t	aai	2	999
夫	U+592B	fu1	f	u	1	1000
夫	U+592B	fu4	f	u	4	999
夬	U+592C	gwaai3	gw	aai	3	1000
夬	U+592C	kyut3	k	yut	3	999
夭	U+592D	jiu1	j	iu	1	1000
夭	U+592D	jiu2	j	iu	2	999
央	U+592E	joeng1	j	oeng	1	1000
夯	U+592F	haang1	h	aang	1	1000
夯	U+592F	ban6	b	an	6	999
夰	U+5930	gou2	g	ou	2	1000
失	U+5931	sat1	s	at	1	1000
失	U+5931	jat6	j	at	6	999
夲	U+5932	tou1	t	ou	1	1000
夳	U+5933	taai3	t	aai	3	1000
头	U+5934	tau4	t	au	4	1000
头	U+5934	tau2	t	au	2	999
夵	U+5935	jim5	j	im	5	1000
夶	U+5936	bei2	b	ei	2	1000
夷	U+5937	ji4	j	i	4	1000
夸	U+5938	kwaa1	kw	aa	1	1000
夹	U+5939	gaap3	g	aap	3	1000
夹	U+5939	gaap2	g	aap	2	999
夹	U+5939	gep6	g	ep	6	998
夹	U+5939	gip6	g	ip	6	997
夹	U+5939	gip2	g	ip	2	996
夹	U+5939	gap3	g	ap	3	995
夹	U+5939	gaak3	g	aak	3	994
夹	U+5939	hip3	h	ip	3	993
夺	U+593A	dyut6	d	yut	6	1000
夻	U+593B	ng4		ng	4	1000
夻	U+593B	m4		m	4	999
夼	U+593C	kwong3	kw	ong	3	1000
夼	U+593C	kong3	k	ong	3	999
夽	U+593D	wan5	w	an	5	1000
夾	U+593E	gaap3	g	aap	3	1000
夾	U+593E	gaap2	g	aap	2	999
夾	U+593E	gep6	g	ep	6	998
夾	U+593E	gip6	g	ip	6	997
夾	U+593E	gip2	g	ip	2	996
夾	U+593E	gap3	g	ap	3	995
夾	U+593E	gaak3	g	aak	3	994
夾	U+593E	hip3	h	ip	3	993
夿	U+593F	baa1	b	aa	1	1000
奀	U+5940	ngan1	ng	an	1	1000
奀	U+5940	an1		an	1	999
奁	U+5941	lim4	l	im	4	1000
奂	U+5942	wun6	w	un	6	1000
奃	U+5943	dai1	d	ai	1	1000
奄	U+5944	jim2	j	im	2	1000
奄	U+5944	jim1	j	im	1	999
奅	U+5945	paau3	p	aau	3	1000
奆	U+5946	gyun6	g	yun	6	1000
奇	U+5947	kei4	k	ei	4	1000
奇	U+5947	gei1	g	ei	1	999
奈	U+5948	noi6	n	oi	6	1000
奈	U+5948	loi6	l	oi	6	999
奉	U+5949	fung6	f	ung	6	1000
奉	U+5949	fung2	f	ung	2	999
奊	U+594A	kit3	k	it	3	1000
奊	U+594A	kwai4	kw	ai	4	999
奊	U+594A	hai5	h	ai	5	998
奋	U+594B	fan5	f	an	5	1000
奌	U+594C	dim2	d	im	2	1000
奍	U+594D	hyun3	h	yun	3	1000
奎	U+594E	fui1	f	ui	1	1000
奎	U+594E	kwai1	kw	ai	1	999
奏	U+594F	zau3	z	au	3	1000
奏	U+594F	cau3	c	au	3	999
奐	U+5950	wun6	w	un	6	1000
契	U+5951	kai3	k	ai	3	1000
契	U+5951	kit3	k	it	3	999
契	U+5951	sit3	s	it	3	998
奒	U+5952	hoi1	h	oi	1	1000
奓	U+5953	zaa3	z	aa	3	1000
奓	U+5953	zaa6	z	aa	6	999
奓	U+5953	ce1	c	e	1	998
奓	U+5953	se1	s	e	1	997
奓	U+5953	ci2	c	i	2	996
奓	U+5953	zaa1	z	aa	1	995
奔	U+5954	ban1	b	an	1	1000
奔	U+5954	ban3	b	an	3	999
奕	U+5955	jik6	j	ik	6	1000
奖	U+5956	zoeng2	z	oeng	2	1000
套	U+5957	tou3	t	ou	3	1000
套	U+5957	tou2	t	ou	2	999
奘	U+5958	zong6	z	ong	6	1000
奘	U+5958	zong1	z	ong	1	999
奙	U+5959	bun2	b	un	2	1000
奚	U+595A	hai4	h	ai	4	1000
奛	U+595B	kong3	k	ong	3	1000
奜	U+595C	fei2	f	ei	2	1000
奝	U+595D	diu1	d	iu	1	1000
奞	U+595E	seon3	s	eon	3	1000
奟	U+595F	bang1	b	ang	1	1000
奠	U+5960	din6	d	in	6	1000
奡	U+5961	ngou6	ng	ou	6	1000
奡	U+5961	ou6		ou	6	999
奢	U+5962	ce1	c	e	1	1000
奢	U+5962	se1	s	e	1	999
奣	U+5963	wang2	w	ang	2	1000
奤	U+5964	haa5	h	aa	5	1000
奥	U+5965	ou3		ou	3	1000
奥	U+5965	ngou3	ng	ou	3	999
奥	U+5965	juk1	j	uk	1	998
奥	U+5965	ou2		ou	2	997
奥	U+5965	ngou2	ng	ou	2	996
奦	U+5966	mou6	m	ou	6	1000
奧	U+5967	ou3		ou	3	1000
奧	U+5967	ngou3	ng	ou	3	999
奧	U+5967	juk1	j	uk	1	998
奧	U+5967	ou2		ou	2	997
奧	U+5967	ngou2	ng	ou	2	996
奨	U+5968	zoeng2	z	oeng	2	1000
奩	U+5969	lim4	l	im	4	1000
奪	U+596A	dyut6	d	yut	6	1000
奫	U+596B	wan1	w	an	1	1000
奬	U+596C	zoeng2	z	oeng	2	1000
奭	U+596D	sik1	s	ik	1	1000
奮	U+596E	fan5	f	an	5	1000
奯	U+596F	kut3	k	ut	3	1000
奯	U+596F	kwut3	kw	ut	3	999
奰	U+5970	bei6	b	ei	6	1000
奰	U+5970	bai3	b	ai	3	999
奱	U+5971	lyun4	l	yun	4	1000
奲	U+5972	do2	d	o	2	1000
奲	U+5972	ce2	c	e	2	999
女	U+5973	neoi5	n	eoi	5	1000
女	U+5973	leoi5	l	eoi	5	999
女	U+5973	neoi4	n	eoi	4	998
女	U+5973	leoi4	l	eoi	4	997
女	U+5973	neoi2	n	eoi	2	996
女	U+5973	leoi2	l	eoi	2	995
女	U+5973	neoi6	n	eoi	6	994
女	U+5973	leoi6	l	eoi	6	993
女	U+5973	jyu5	j	yu	5	992
奴	U+5974	nou4	n	ou	4	1000
奴	U+5974	lou4	l	ou	4	999
奵	U+5975	ding2	d	ing	2	1000
奶	U+5976	naai5	n	aai	5	1000
奶	U+5976	laai5	l	aai	5	999
奶	U+5976	naai2	n	aai	2	998
奶	U+5976	laai2	l	aai	2	997
奶	U+5976	naai4	n	aai	4	996
奶	U+5976	laai4	l	aai	4	995
奶	U+5976	naai1	n	aai	1	994
奶	U+5976	laai1	l	aai	1	993
奷	U+5977	cin1	c	in	1	1000
奸	U+5978	gaan1	g	aan	1	1000
她	U+5979	taa1	t	aa	1	1000
奺	U+597A	gau2	g	au	2	1000
奻	U+597B	nyun4	n	yun	4	1000
奻	U+597B	lyun4	l	yun	4	999
奼	U+597C	caa3	c	aa	3	1000
好	U+597D	hou2	h	ou	2	1000
好	U+597D	hou3	h	ou	3	999
奾	U+597E	sin1	s	in	1	1000
奿	U+597F	faan3	f	aan	3	1000
妀	U+5980	gei2	g	ei	2	1000
妁	U+5981	zoek3	z	oek	3	1000
如	U+5982	jyu4	j	yu	4	1000
妃	U+5983	fei1	f	ei	1	1000
妃	U+5983	pui3	p	ui	3	999
妄	U+5984	mong5	m	ong	5	1000
妅	U+5985	hung4	h	ung	4	1000
妆	U+5986	zong1	z	ong	1	1000
妇	U+5987	fu5	f	u	5	1000
妈	U+5988	maa1	m	aa	1	1000
妈	U+5988	maa4	m	aa	4	999
妈	U+5988	maa2	m	aa	2	998
妈	U+5988	maa5	m	aa	5	997
妉	U+5989	daam1	d	aam	1	1000
妊	U+598A	jam6	j	am	6	1000
妊	U+598A	jam4	j	am	4	999
妋	U+598B	fu1	f	u	1	1000
妌	U+598C	zing6	z	ing	6	1000
妍	U+598D	jin4	j	in	4	1000
妎	U+598E	hoi6	h	oi	6	1000
妏	U+598F	man6	m	an	6	1000
妐	U+5990	zung1	z	ung	1	1000
妑	U+5991	paa1	p	aa	1	1000
妒	U+5992	dou3	d	ou	3	1000
妓	U+5993	gei6	g	ei	6	1000
妔	U+5994	haang1	h	aang	1	1000
妕	U+5995	zung3	z	ung	3	1000
妖	U+5996	jiu1	j	iu	1	1000
妖	U+5996	jiu2	j	iu	2	999
妗	U+5997	kam5	k	am	5	1000
妗	U+5997	kam2	k	am	2	999
妘	U+5998	wan4	w	an	4	1000
妙	U+5999	miu6	m	iu	6	1000
妚	U+599A	fau2	f	au	2	1000
妛	U+599B	ci1	c	i	1	1000
妜	U+599C	jyut3	j	yut	3	1000
妝	U+599D	zong1	z	ong	1	1000
妞	U+599E	nau2	n	au	2	1000
妞	U+599E	lau2	l	au	2	999
妟	U+599F	aan3		aan	3	1000
妟	U+599F	ngaan3	ng	aan	3	999
妠	U+59A0	naap6	n	aap	6	1000
妠	U+59A0	laap6	l	aap	6	999
妡	U+59A1	jan1	j	an	1	1000
妢	U+59A2	fan4	f	an	4	1000
妣	U+59A3	bei2	b	ei	2	1000
妤	U+59A4	jyu4	j	yu	4	1000
妥	U+59A5	to5	t	o	5	1000
妦	U+59A6	fung1	f	ung	1	1000
妧	U+59A7	wun6	w	un	6	1000
妨	U+59A8	fong4	f	ong	4	1000
妩	U+59A9	mou5	m	ou	5	1000
妩	U+59A9	mou4	m	ou	4	999
妪	U+59AA	jyu3	j	yu	3	1000
妪	U+59AA	jyu2	j	yu	2	999
妫	U+59AB	gwai1	gw	ai	1	1000
妬	U+59AC	dou3	d	ou	3	1000
妭	U+59AD	bat6	b	at	6	1000
妮	U+59AE	nei4	n	ei	4	1000
妮	U+59AE	lei4	l	ei	4	999
妯	U+59AF	zuk6	z	uk	6	1000
妯	U+59AF	cau1	c	au	1	999
妰	U+59B0	zoek3	z	oek	3	1000
妱	U+59B1	ziu1	z	iu	1	1000
妲	U+59B2	daat3	d	aat	3	1000
妲	U+59B2	taan2	t	aan	2	999
妳	U+59B3	naai5	n	aai	5	1000
妳	U+59B3	laai5	l	aai	5	999
妳	U+59B3	naai4	n	aai	4	998
妳	U+59B3	laai4	l	aai	4	997
妳	U+59B3	nei5	n	ei	5	996
妳	U+59B3	lei5	l	ei	5	995
妴	U+59B4	jyun2	j	yun	2	1000
妵	U+59B5	tau2	t	au	2	1000
妶	U+59B6	jin4	j	in	4	1000
妷	U+59B7	zat6	z	at	6	1000
妸	U+59B8	o2		o	2	1000
妸	U+59B8	ngo2	ng	o	2	999
妸	U+59B8	o1		o	1	998
妸	U+59B8	ngo1	ng	o	1	997
妹	U+59B9	mui6	m	ui	6	1000
妹	U+59B9	mui2	m	ui	2	999
妹	U+59B9	mui4	m	ui	4	998
妹	U+59B9	mui1	m	ui	1	997
妺	U+59BA	mut6	m	ut	6	1000
妻	U+59BB	cai1	c	ai	1	1000
妻	U+59BB	cai3	c	ai	3	999
妼	U+59BC	bat6	b	at	6	1000
妽	U+59BD	san1	s	an	1	1000
妾	U+59BE	cip3	c	ip	3	1000
妿	U+59BF	aa3		aa	3	1000
妿	U+59BF	ngaa3	ng	aa	3	999
姀	U+59C0	wo4	w	o	4	1000
姁	U+59C1	heoi2	h	eoi	2	1000
姁	U+59C1	heoi1	h	eoi	1	999
姂	U+59C2	fat6	f	at	6	1000
姃	U+59C3	zing1	z	ing	1	1000
姄	U+59C4	man4	m	an	4	1000
姅	U+59C5	bun3	b	un	3	1000
姅	U+59C5	pun3	p	un	3	999
姆	U+59C6	mou5	m	ou	5	1000
姇	U+59C7	fu1	f	u	1	1000
姈	U+59C8	ling4	l	ing	4	1000
姉	U+59C9	zi2	z	i	2	1000
姉	U+59C9	ze2	z	e	2	999
姊	U+59CA	zi2	z	i	2	1000
姊	U+59CA	ze2	z	e	2	999
始	U+59CB	ci2	c	i	2	1000
姌	U+59CC	jim5	j	im	5	1000
姍	U+59CD	saan1	s	aan	1	1000
姎	U+59CE	ong1		ong	1	1000
姎	U+59CE	ngong1	ng	ong	1	999
姏	U+59CF	maan4	m	aan	4	1000
姐	U+59D0	ze2	z	e	2	1000
姐	U+59D0	ze1	z	e	1	999
姐	U+59D0	ze4	z	e	4	998
姑	U+59D1	gu1	g	u	1	1000
姑	U+59D1	gwu1	gw	u	1	999
姒	U+59D2	ci5	c	i	5	1000
姓	U+59D3	sing3	s	ing	3	1000
姓	U+59D3	seng3	s	eng	3	999
委	U+59D4	wai2	w	ai	2	1000
委	U+59D4	wai1	w	ai	1	999
姕	U+59D5	zi1	z	i	1	1000
姖	U+59D6	geoi6	g	eoi	6	1000
姗	U+59D7	saan1	s	aan	1	1000
姘	U+59D8	ping1	p	ing	1	1000
姙	U+59D9	jam6	j	am	6	1000
姙	U+59D9	jam4	j	am	4	999
姚	U+59DA	jiu4	j	iu	4	1000
姛	U+59DB	dung6	d	ung	6	1000
姜	U+59DC	goeng1	g	oeng	1	1000
姝	U+59DD	syu1	s	yu	1	1000
姝	U+59DD	zyu1	z	yu	1	999
姞	U+59DE	gat1	g	at	1	1000
姟	U+59DF	goi1	g	oi	1	1000
姠	U+59E0	hoeng3	h	oeng	3	1000
姡	U+59E1	waat6	w	aat	6	1000
姢	U+59E2	gyun1	g	yun	1	1000
姣	U+59E3	gaau2	g	aau	2	1000
姣	U+59E3	haau4	h	aau	4	999
姤	U+59E4	gau3	g	au	3	1000
姥	U+59E5	mou5	m	ou	5	1000
姥	U+59E5	lou5	l	ou	5	999
姦	U+59E6	gaan1	g	aan	1	1000
姧	U+59E7	gaan1	g	aan	1	1000
姨	U+59E8	ji4	j	i	4	1000
姨	U+59E8	ji1	j	i	1	999
姩	U+59E9	nin6	n	in	6	1000
姩	U+59E9	lin6	l	in	6	999
姪	U+59EA	zat6	z	at	6	1000
姪	U+59EA	zat2	z	at	2	999
姫	U+59EB	can2	c	an	2	1000
姬	U+59EC	gei1	g	ei	1	1000
姭	U+59ED	him3	h	im	3	1000
姮	U+59EE	hang4	h	ang	4	1000
姯	U+59EF	gwong1	gw	ong	1	1000
姯	U+59EF	gong1	g	ong	1	999
姰	U+59F0	gwan1	gw	an	1	1000
姱	U+59F1	kwaa1	kw	aa	1	1000
姲	U+59F2	aan3		aan	3	1000
姲	U+59F2	ngaan3	ng	aan	3	999
姳	U+59F3	ming5	m	ing	5	1000
姴	U+59F4	lit6	l	it	6	1000
姵	U+59F5	bui6	b	ui	6	1000
姶	U+59F6	ap1		ap	1	1000
姶	U+59F6	ngap1	ng	ap	1	999
姷	U+59F7	jau6	j	au	6	1000
姸	U+59F8	jin4	j	in	4	1000
姹	U+59F9	caa3	c	aa	3	1000
姺	U+59FA	san1	s	an	1	1000
姺	U+59FA	sin2	s	in	2	999
姻	U+59FB	jan1	j	an	1	1000
姼	U+59FC	ci2	c	i	2	1000
姼	U+59FC	si4	s	i	4	999
姽	U+59FD	gwai2	gw	ai	2	1000
姾	U+59FE	cyun4	c	yun	4	1000
姿	U+59FF	zi1	z	i	1	1000
娀	U+5A00	sung1	s	ung	1	1000
威	U+5A01	wai1	w	ai	1	1000
娂	U+5A02	hung4	h	ung	4	1000
娃	U+5A03	waa1	w	aa	1	1000
娄	U+5A04	lau4	l	au	4	1000
娅	U+5A05	aa3		aa	3	1000
娅	U+5A05	ngaa3	ng	aa	3	999
娆	U+5A06	jiu2	j	iu	2	1000
娆	U+5A06	jiu4	j	iu	4	999
娇	U+5A07	giu1	g	iu	1	1000
娈	U+5A08	lyun2	l	yun	2	1000
娈	U+5A08	lyun5	l	yun	5	999
娉	U+5A09	ping1	p	ing	1	1000
娊	U+5A0A	jin6	j	in	6	1000
娋	U+5A0B	saau3	s	aau	3	1000
娌	U+5A0C	lei5	l	ei	5	1000
娍	U+5A0D	sing4	s	ing	4	1000
娎	U+5A0E	hit3	h	it	3	1000
娏	U+5A0F	mong4	m	ong	4	1000
娐	U+5A10	fu1	f	u	1	1000
娑	U+5A11	so1	s	o	1	1000
娒	U+5A12	mou5	m	ou	5	1000
娒	U+5A12	mui4	m	ui	4	999
娓	U+5A13	mei5	m	ei	5	1000
娔	U+5A14	hak1	h	ak	1	1000
娕	U+5A15	cuk1	c	uk	1	1000
娖	U+5A16	cok3	c	ok	3	1000
娖	U+5A16	coek3	c	oek	3	999
娖	U+5A16	cuk1	c	uk	1	998
娗	U+5A17	ting5	t	ing	5	1000
娘	U+5A18	noeng4	n	oeng	4	1000
娘	U+5A18	loeng4	l	oeng	4	999
娘	U+5A18	noeng2	n	oeng	2	998
娘	U+5A18	loeng2	l	oeng	2	997
娙	U+5A19	jing4	j	ing	4	1000
娚	U+5A1A	naam4	n	aam	4	1000
娚	U+5A1A	laam4	l	aam	4	999
娛	U+5A1B	jyu4	j	yu	4	1000
娜	U+5A1C	no5	n	o	5	1000
娜	U+5A1C	lo5	l	o	5	999
娜	U+5A1C	no4	n	o	4	998
娜	U+5A1C	lo4	l	o	4	997
娜	U+5A1C	naa4	n	aa	4	996
娜	U+5A1C	laa4	l	aa	4	995
娝	U+5A1D	pau1	p	au	1	1000
娞	U+5A1E	neoi5	n	eoi	5	1000
娞	U+5A1E	leoi5	l	eoi	5	999
娟	U+5A1F	gyun1	g	yun	1	1000
娠	U+5A20	san1	s	an	1	1000
娠	U+5A20	zan3	z	an	3	999
娡	U+5A21	zi3	z	i	3	1000
娢	U+5A22	ham4	h	am	4	1000
娣	U+5A23	tai5	t	ai	5	1000
娣	U+5A23	dai6	d	ai	6	999
娤	U+5A24	zong1	z	ong	1	1000
娥	U+5A25	ngo4	ng	o	4	1000
娥	U+5A25	o4		o	4	999
娦	U+5A26	pan4	p	an	4	1000
娧	U+5A27	teoi3	t	eoi	3	1000
娨	U+5A28	haan6	h	aan	6	1000
娩	U+5A29	min5	m	in	5	1000
娩	U+5A29	maan5	m	aan	5	999
娪	U+5A2A	ng4		ng	4	1000
娪	U+5A2A	m4		m	4	999
娫	U+5A2B	jin4	j	in	4	1000
娬	U+5A2C	mou5	m	ou	5	1000
娬	U+5A2C	mou4	m	ou	4	999
娭	U+5A2D	hei1	h	ei	1	1000
娭	U+5A2D	oi1		oi	1	999
娭	U+5A2D	ngoi1	ng	oi	1	998
娭	U+5A2D	aai1		aai	1	997
娭	U+5A2D	ngaai1	ng	aai	1	996
娮	U+5A2E	jin4	j	in	4	1000
娯	U+5A2F	jyu4	j	yu	4	1000
娰	U+5A30	ci5	c	i	5	1000
娱	U+5A31	jyu4	j	yu	4	1000
娲	U+5A32	wo1	w	o	1	1000
娳	U+5A33	lei6	l	ei	6	1000
娴	U+5A34	haan4	h	aan	4	1000
娵	U+5A35	zyu1	z	yu	1	1000
娵	U+5A35	zeoi1	z	eoi	1	999
娶	U+5A36	ceoi2	c	eoi	2	1000
娶	U+5A36	cou2	c	ou	2	999
娶	U+5A36	ceoi3	c	eoi	3	998
娷	U+5A37	zeoi3	z	eoi	3	1000
娸	U+5A38	hei1	h	ei	1	1000
娹	U+5A39	jin4	j	in	4	1000
娺	U+5A3A	to3	t	o	3	1000
娻	U+5A3B	dung1	d	ung	1	1000
娼	U+5A3C	coeng1	c	oeng	1	1000
娽	U+5A3D	luk6	l	uk	6	1000
娾	U+5A3E	ngaai6	ng	aai	6	1000
娾	U+5A3E	aai6		aai	6	999
娿	U+5A3F	o2		o	2	1000
娿	U+5A3F	ngo2	ng	o	2	999
娿	U+5A3F	o1		o	1	998
娿	U+5A3F	ngo1	ng	o	1	997
婀	U+5A40	o2		o	2	1000
婀	U+5A40	ngo2	ng	o	2	999
婀	U+5A40	o1		o	1	998
婀	U+5A40	ngo1	ng	o	1	997
婁	U+5A41	lau4	l	au	4	1000
婂	U+5A42	min4	m	in	4	1000
婃	U+5A43	cung4	c	ung	4	1000
婄	U+5A44	pau3	p	au	3	1000
婅	U+5A45	guk1	g	uk	1	1000
婆	U+5A46	po4	p	o	4	1000
婆	U+5A46	po1	p	o	1	999
婆	U+5A46	po2	p	o	2	998
婇	U+5A47	coi2	c	oi	2	1000
婈	U+5A48	ling4	l	ing	4	1000
婉	U+5A49	jyun2	j	yun	2	1000
婊	U+5A4A	biu2	b	iu	2	1000
婋	U+5A4B	haau1	h	aau	1	1000
婌	U+5A4C	suk6	s	uk	6	1000
婍	U+5A4D	kei2	k	ei	2	1000
婎	U+5A4E	fai1	f	ai	1	1000
婏	U+5A4F	faan3	f	aan	3	1000
婐	U+5A50	wo2	w	o	2	1000
婐	U+5A50	o2		o	2	999
婐	U+5A50	ngo2	ng	o	2	998
婐	U+5A50	o1		o	1	997
婐	U+5A50	ngo1	ng	o	1	996
婑	U+5A51	wo2	w	o	2	1000
婒	U+5A52	taam4	t	aam	4	1000
婓	U+5A53	fei1	f	ei	1	1000
婓	U+5A53	fei4	f	ei	4	999
婔	U+5A54	fei1	f	ei	1	1000
婕	U+5A55	zit3	z	it	3	1000
婖	U+5A56	tim1	t	im	1	1000
婗	U+5A57	ngai4	ng	ai	4	1000
婗	U+5A57	ai4		ai	4	999
婘	U+5A58	kyun4	k	yun	4	1000
婘	U+5A58	gyun3	g	yun	3	999
婙	U+5A59	zing6	z	ing	6	1000
婚	U+5A5A	fan1	f	an	1	1000
婛	U+5A5B	ging1	g	ing	1	1000
婜	U+5A5C	haan1	h	aan	1	1000
婝	U+5A5D	din6	d	in	6	1000
婞	U+5A5E	hang6	h	ang	6	1000
婟	U+5A5F	wu6	w	u	6	1000
婠	U+5A60	wun1	w	un	1	1000
婠	U+5A60	waat3	w	aat	3	999
婡	U+5A61	loi4	l	oi	4	1000
婢	U+5A62	pei5	p	ei	5	1000
婣	U+5A63	jan1	j	an	1	1000
婤	U+5A64	zau1	z	au	1	1000
婥	U+5A65	coek3	c	oek	3	1000
婦	U+5A66	fu5	f	u	5	1000
婧	U+5A67	zing6	z	ing	6	1000
婨	U+5A68	leon4	l	eon	4	1000
婩	U+5A69	ngon6	ng	on	6	1000
婩	U+5A69	on6		on	6	999
婪	U+5A6A	laam4	l	aam	4	1000
婫	U+5A6B	gwan1	gw	an	1	1000
婬	U+5A6C	jam4	j	am	4	1000
婭	U+5A6D	aa3		aa	3	1000
婭	U+5A6D	ngaa3	ng	aa	3	999
婮	U+5A6E	geoi1	g	eoi	1	1000
婯	U+5A6F	lai6	l	ai	6	1000
婰	U+5A70	din2	d	in	2	1000
婱	U+5A71	jin4	j	in	4	1000
婲	U+5A72	waa6	w	aa	6	1000
婳	U+5A73	waak6	w	aak	6	1000
婴	U+5A74	jing1	j	ing	1	1000
婵	U+5A75	sim4	s	im	4	1000
婶	U+5A76	sam2	s	am	2	1000
婷	U+5A77	ting4	t	ing	4	1000
婷	U+5A77	ting2	t	ing	2	999
婸	U+5A78	dong6	d	ong	6	1000
婹	U+5A79	jiu2	j	iu	2	1000
婺	U+5A7A	mou6	m	ou	6	1000
婻	U+5A7B	naam6	n	aam	6	1000
婻	U+5A7B	laam6	l	aam	6	999
婼	U+5A7C	joek6	j	oek	6	1000
婼	U+5A7C	coek3	c	oek	3	999
婽	U+5A7D	gaa2	g	aa	2	1000
婾	U+5A7E	jyu4	j	yu	4	1000
婾	U+5A7E	tau1	t	au	1	999
婿	U+5A7F	sai3	s	ai	3	1000
婿	U+5A7F	sai2	s	ai	2	999
媀	U+5A80	jyu6	j	yu	6	1000
媁	U+5A81	wai4	w	ai	4	1000
媂	U+5A82	dai3	d	ai	3	1000
媃	U+5A83	jau4	j	au	4	1000
媄	U+5A84	mei5	m	ei	5	1000
媅	U+5A85	daam1	d	aam	1	1000
媆	U+5A86	jyun5	j	yun	5	1000
媇	U+5A87	can1	c	an	1	1000
媈	U+5A88	fai1	f	ai	1	1000
媉	U+5A89	ak1		ak	1	1000
媉	U+5A89	ngak1	ng	ak	1	999
媊	U+5A8A	zin2	z	in	2	1000
媋	U+5A8B	ceon1	c	eon	1	1000
媌	U+5A8C	maau4	m	aau	4	1000
媍	U+5A8D	fu5	f	u	5	1000
媎	U+5A8E	ze2	z	e	2	1000
媏	U+5A8F	dyun1	d	yun	1	1000
媐	U+5A90	hei1	h	ei	1	1000
媑	U+5A91	zung6	z	ung	6	1000
媒	U+5A92	mui4	m	ui	4	1000
媒	U+5A92	mui2	m	ui	2	999
媓	U+5A93	wong4	w	ong	4	1000
媔	U+5A94	min4	m	in	4	1000
媕	U+5A95	am1		am	1	1000
媕	U+5A95	ngam1	ng	am	1	999
媖	U+5A96	jing1	j	ing	1	1000
媗	U+5A97	hyun1	h	yun	1	1000
媘	U+5A98	gaai1	g	aai	1	1000
媙	U+5A99	wai1	w	ai	1	1000
媚	U+5A9A	mei6	m	ei	6	1000
媚	U+5A9A	mei4	m	ei	4	999
媛	U+5A9B	jyun6	j	yun	6	1000
媛	U+5A9B	jyun4	j	yun	4	999
媛	U+5A9B	wun4	w	un	4	998
媜	U+5A9C	zing1	z	ing	1	1000
媝	U+5A9D	cau1	c	au	1	1000
媞	U+5A9E	tai4	t	ai	4	1000
媞	U+5A9E	tai5	t	ai	5	999
媟	U+5A9F	sit3	s	it	3	1000
媠	U+5AA0	to5	t	o	5	1000
媠	U+5AA0	do6	d	o	6	999
媡	U+5AA1	lin6	l	in	6	1000
媢	U+5AA2	mou6	m	ou	6	1000
媣	U+5AA3	gam1	g	am	1	1000
媤	U+5AA4	si1	s	i	1	1000
媥	U+5AA5	pin1	p	in	1	1000
媦	U+5AA6	wai6	w	ai	6	1000
媧	U+5AA7	wo1	w	o	1	1000
媨	U+5AA8	cuk1	c	uk	1	1000
媩	U+5AA9	wu4	w	u	4	1000
媪	U+5AAA	ou2		ou	2	1000
媪	U+5AAA	ngou2	ng	ou	2	999
媫	U+5AAB	zit3	z	it	3	1000
媬	U+5AAC	bou2	b	ou	2	1000
媭	U+5AAD	seoi1	s	eoi	1	1000
媮	U+5AAE	jyu4	j	yu	4	1000
媮	U+5AAE	tau1	t	au	1	999
媯	U+5AAF	gwai1	gw	ai	1	1000
媰	U+5AB0	co4	c	o	4	1000
媱	U+5AB1	jiu4	j	iu	4	1000
媲	U+5AB2	pei3	p	ei	3	1000
媲	U+5AB2	bei2	b	ei	2	999
媳	U+5AB3	sik1	s	ik	1	1000
媴	U+5AB4	jyun4	j	yun	4	1000
媵	U+5AB5	jing6	j	ing	6	1000
媶	U+5AB6	jung4	j	ung	4	1000
媷	U+5AB7	juk6	j	uk	6	1000
媸	U+5AB8	ci1	c	i	1	1000
媹	U+5AB9	lau4	l	au	4	1000
